AUTOID;INSTALACIONID;REGIMEN;INSTALACION;AUTONOMIA
494;;ORDINARIO;CICLO COMBINADO DE CASTELNOU;Aragon
495;;ORDINARIO;SALTO DEL MARTEL 1;Extremadura
496;;ORDINARIO;SALTO DEL MARTEL 2;Extremadura
497;;ORDINARIO;ALCUDIA 3, TURBINA DE GAS N 1;Baleares
498;;ORDINARIO;ALCUDIA 4, TURBINA DE GAS N 2;Baleares
499;;ORDINARIO;ALCUDIA 5, GRUPO N 3;Baleares
500;;ORDINARIO;ALCUDIA 6, GRUPO N 4;Baleares
501;;ORDINARIO;CAS TRESORER TG1, CC1;Baleares
502;;ORDINARIO;CAS TRESORER TG2, CC1;Baleares
503;;ORDINARIO;CAS TRESORER TG3, CC2;Baleares
504;;ORDINARIO;CAS TRESORER TG4, CC2;Baleares
505;;ORDINARIO;CAS TRESORER TV, CC1;Baleares
506;;ORDINARIO;CAS TRESORER TV2, CC2;Baleares
507;;ORDINARIO;FORMENTERA 1, TURBINA DE GAS N 1;Baleares
508;;ORDINARIO;IBIZA 12, TURBINA DE GAS N 1;Baleares
509;;ORDINARIO;IBIZA 13, BURMEISTER N 8;Baleares
510;;ORDINARIO;IBIZA 14, BURMEISTER N 9;Baleares
511;;ORDINARIO;IBIZA 15, TURBINA DE GAS N 2;Baleares
512;;ORDINARIO;IBIZA 16, DIESEL MAN 1;Baleares
513;;ORDINARIO;IBIZA 17, DIESEL MAN 2;Baleares
514;;ORDINARIO;IBIZA 20 (MAN3);Baleares
515;;ORDINARIO;IBIZA 21 (MAN 4);Baleares
516;;ORDINARIO;IBIZA 22, TURBINA DE GAS N 5;Baleares
517;;ORDINARIO;IBIZA 23, TURBINA DE GAS N 6;Baleares
518;;ORDINARIO;IBIZA 24, TURBINA DE GAS N 6B;Baleares
519;;ORDINARIO;IBIZA 25, TURBINA DE GAS N 7A;Baleares
520;;ORDINARIO;IBIZA 26, TURBINA DE GAS N 7B;Baleares
521;;ORDINARIO;IBIZA TURBINA DE GAS N 3;Baleares
522;;ORDINARIO;IBIZA TURBINA DE GAS N 4;Baleares
523;;ORDINARIO;MAHON 10, BURMEISTER N 2;Baleares
524;;ORDINARIO;MAHON 11, BURMEISTER N 3;Baleares
525;;ORDINARIO;MAHON 12, TURBINA DE GAS N 2;Baleares
526;;ORDINARIO;MAHON 13, TURBINA DE GAS N 1;Baleares
527;;ORDINARIO;MAHON 14, TURBINA DE GAS N 3;Baleares
528;;ORDINARIO;MAHON 16, TURBINA DE GAS N 5;Baleares
529;;ORDINARIO;MAHON 9, BURMEISTER N 1;Baleares
530;;ORDINARIO;MAHON TG4;Baleares
531;;ORDINARIO;SON REUS 1, TURBINA DE GAS N 1;Baleares
532;;ORDINARIO;SON REUS 2, TURBINA DE GAS N 2;Baleares
533;;ORDINARIO;SON REUS 3, TURBINA DE GAS N 3;Baleares
534;;ORDINARIO;SON REUS 4, TURBINA DE GAS N 4;Baleares
535;;ORDINARIO;SON REUS 5, TURBINA DE GAS N 5;Baleares
536;;ORDINARIO;SON REUS 6, TURBINA DE GAS N 6;Baleares
537;;ORDINARIO;SON REUS 7, TURBINA DE GAS N 7;Baleares
538;;ORDINARIO;SON REUS 9, TURBINA DE GAS N 9 (CC2);Baleares
539;;ORDINARIO;SON REUS TURBINA DE GAS N 8 (CC2);Baleares
540;;ORDINARIO;SON REUS TURBINA DE VAPOR N 2 (CC2);Baleares
541;;ORDINARIO;SON REUS VAPOR 10;Baleares
542;;ORDINARIO;CAMPO DE GIBRALTAR GRUPO 20;Andalucia
543;;ORDINARIO;UNIDAD COGENERACION II;Andalucia
544;;ORDINARIO;APROVECHAMIENTO HIDROEOLICO DE EL HIERRO;Canarias
545;;ORDINARIO;EL BATAN;Castilla-La Mancha
546;;ORDINARIO;LAS GRAJAS 1;Castilla-La Mancha
547;;ORDINARIO;LAS GRAJAS 2;Castilla-La Mancha
548;;ORDINARIO;MOLINO DE SANTIAGO;Castilla-La Mancha
549;;ORDINARIO;CENTRAL DE PORTODIS;Galicia
550;;ORDINARIO;CENTRAL PORTOCHAO;Galicia
551;;ORDINARIO;BERROCALILLO 1;Extremadura
552;;ORDINARIO;BERROCALILLO 2;Extremadura
553;;ORDINARIO;CHORRO DEL DUQUE;Castilla y Leon
554;;ORDINARIO;ZABURDON;Castilla y Leon
555;;ORDINARIO;CN ALMARAZ 1;Extremadura
556;;ORDINARIO;CN ALMARAZ 2;Extremadura
557;;ORDINARIO;CN COFRENTES;Comunidad Valenciana
558;;ORDINARIO;TRILLO;Castilla-La Mancha
559;;ORDINARIO;ACECA, GRUPO 3;Castilla-La Mancha
560;;ORDINARIO;ARCOS DE LA FRONTERA GRUPO 1;Andalucia
561;;ORDINARIO;ARCOS DE LA FRONTERA GRUPO 2;Andalucia
562;;ORDINARIO;ARCOS DE LA FRONTERA GRUPO 3;Andalucia
563;;ORDINARIO;CASTEJON, GRUPO A;Navarra
564;;ORDINARIO;CASTELLON;Comunidad Valenciana
565;;ORDINARIO;CTCC CASTELLON, GRUPO 4;Comunidad Valenciana
566;;ORDINARIO;CTCC ESCOMBRERAS;Region de Murcia
567;;ORDINARIO;SANTURCE, GRUPO 4;Pais Vasco
568;;ORDINARIO;ACECA 1, CH;Castilla-La Mancha
569;;ORDINARIO;ACECA 2, CH;Castilla-La Mancha
570;;ORDINARIO;ACECA 3, CH;Castilla-La Mancha
571;;ORDINARIO;ACERA DE LA VEGA 1;Castilla y Leon
572;;ORDINARIO;ACERA DE LA VEGA 2;Castilla y Leon
573;;ORDINARIO;ALBENTOSA 1;Aragon
574;;ORDINARIO;ALBENTOSA 2;Aragon
575;;ORDINARIO;ALDEADAVILA I 1;Castilla y Leon
576;;ORDINARIO;ALDEADAVILA I 2;Castilla y Leon
577;;ORDINARIO;ALDEADAVILA I 3;Castilla y Leon
578;;ORDINARIO;ALDEADAVILA I 4;Castilla y Leon
579;;ORDINARIO;ALDEADAVILA I 5;Castilla y Leon
580;;ORDINARIO;ALDEADAVILA I 6;Castilla y Leon
581;;ORDINARIO;ALDEADAVILA II 1;Castilla y Leon
582;;ORDINARIO;ALDEADAVILA II 2;Castilla y Leon
583;;ORDINARIO;ALMADENES 1;Region de Murcia
584;;ORDINARIO;ALMADENES 2;Region de Murcia
585;;ORDINARIO;ALMADENES 3;Region de Murcia
586;;ORDINARIO;ALMADENES 4;Region de Murcia
587;;ORDINARIO;ARENZANA 1;La Rioja
588;;ORDINARIO;ARENZANA 2;La Rioja
589;;ORDINARIO;AZUTAN 1;Castilla-La Mancha
590;;ORDINARIO;AZUTAN 2;Castilla-La Mancha
591;;ORDINARIO;AZUTAN 3;Castilla-La Mancha
592;;ORDINARIO;BARAZAR 1;Pais Vasco
593;;ORDINARIO;BARAZAR 2;Pais Vasco
594;;ORDINARIO;BARAZAR 3;Pais Vasco
595;;ORDINARIO;BATAN 1;Extremadura
596;;ORDINARIO;BATANEJO;Castilla-La Mancha
597;;ORDINARIO;BERGANZO 1;Pais Vasco
598;;ORDINARIO;BERGANZO 2;Pais Vasco
599;;ORDINARIO;BERGANZO 3;Pais Vasco
600;;ORDINARIO;C.H. MILLARES II GRUPO 1;Comunidad Valenciana
601;;ORDINARIO;C.H. MILLARES II GRUPO 2;Comunidad Valenciana
602;;ORDINARIO;CABRIANA 1;Castilla y Leon
603;;ORDINARIO;CABRIANA 2;Castilla y Leon
604;;ORDINARIO;CABRIANA 3;Castilla y Leon
605;;ORDINARIO;CABRIANA 4;Castilla y Leon
606;;ORDINARIO;CANAVEROSA 1;Region de Murcia
607;;ORDINARIO;CANAVEROSA 2;Region de Murcia
608;;ORDINARIO;CANAVEROSA 3;Region de Murcia
609;;ORDINARIO;CASTRO I 1;Castilla y Leon
610;;ORDINARIO;CASTRO I 2;Castilla y Leon
611;;ORDINARIO;CASTRO II;Castilla y Leon
612;;ORDINARIO;CEDILLO 1;Extremadura
613;;ORDINARIO;CEDILLO 2;Extremadura
614;;ORDINARIO;CEDILLO 3;Extremadura
615;;ORDINARIO;CEDILLO 4;Extremadura
616;;ORDINARIO;Central de San Pedro II Grupo 1;Galicia
617;;ORDINARIO;CERNADILLA;Castilla y Leon
618;;ORDINARIO;CERNADO;Galicia
619;;ORDINARIO;COFRENTES 1;Comunidad Valenciana
620;;ORDINARIO;COFRENTES 2;Comunidad Valenciana
621;;ORDINARIO;COFRENTES 3;Comunidad Valenciana
622;;ORDINARIO;COLMENAR 1;Comunidad Valenciana
623;;ORDINARIO;COLMENAR 2;Comunidad Valenciana
624;;ORDINARIO;COMPUERTO 1;Castilla y Leon
625;;ORDINARIO;COMPUERTO 2;Castilla y Leon
626;;ORDINARIO;CONSO 1;Galicia
627;;ORDINARIO;CONSO 2;Galicia
628;;ORDINARIO;CONSO 3;Galicia
629;;ORDINARIO;CONTRERAS II 1;Comunidad Valenciana
630;;ORDINARIO;CONTRERAS II 2;Comunidad Valenciana
631;;ORDINARIO;CONTRERAS MIRASOL 1;Castilla-La Mancha
632;;ORDINARIO;CONTRERAS MIRASOL 2;Castilla-La Mancha
633;;ORDINARIO;CORTES II 1;Comunidad Valenciana
634;;ORDINARIO;CORTES II 2;Comunidad Valenciana
635;;ORDINARIO;CHANDREJA 1;Galicia
636;;ORDINARIO;CHANDREJA 2;Galicia
637;;ORDINARIO;EL AGUILA 1;La Rioja
638;;ORDINARIO;EL AGUILA 2;La Rioja
639;;ORDINARIO;EL MENJU;Region de Murcia
640;;ORDINARIO;EL PICAZO 1;Castilla-La Mancha
641;;ORDINARIO;EL PICAZO 2;Castilla-La Mancha
642;;ORDINARIO;FUENROSARIO;Castilla y Leon
643;;ORDINARIO;GABRIEL Y GALAN;Extremadura
644;;ORDINARIO;GUIJO DE GRANADILLA 1;Extremadura
645;;ORDINARIO;GUIJO DE GRANADILLA 2;Extremadura
646;;ORDINARIO;GUISTOLAS;Galicia
647;;ORDINARIO;JOSE M ORIOL, GRUPO 1;Extremadura
648;;ORDINARIO;JOSE M ORIOL, GRUPO 2;Extremadura
649;;ORDINARIO;JOSE M ORIOL, GRUPO 3;Extremadura
650;;ORDINARIO;JOSE M ORIOL, GRUPO 4;Extremadura
651;;ORDINARIO;LA MUELA CORTES 1;Comunidad Valenciana
652;;ORDINARIO;LA MUELA CORTES 2;Comunidad Valenciana
653;;ORDINARIO;LA MUELA CORTES 3;Comunidad Valenciana
654;;ORDINARIO;La Muela II Grupo 4;Comunidad Valenciana
655;;ORDINARIO;La Muela II Grupo 5;Comunidad Valenciana
656;;ORDINARIO;La Muela II Grupo 6;Comunidad Valenciana
657;;ORDINARIO;La Muela II Grupo 7;Comunidad Valenciana
658;;ORDINARIO;LAS PORTAS 1;Galicia
659;;ORDINARIO;LOS VILLANUEVAS 2;Aragon
660;;ORDINARIO;LOS VILLANUEVAS 3;Aragon
661;;ORDINARIO;LUCAS DE URQUIJO 1;Castilla-La Mancha
662;;ORDINARIO;LUCAS DE URQUIJO 2;Castilla-La Mancha
663;;ORDINARIO;LUCAS DE URQUIJO 3;Castilla-La Mancha
664;;ORDINARIO;LUCAS DE URQUIJO 4;Castilla-La Mancha
665;;ORDINARIO;MILLER 1;Andalucia
666;;ORDINARIO;MILLER 2;Andalucia
667;;ORDINARIO;MILLER 3;Andalucia
668;;ORDINARIO;MONTEFURADO 1;Galicia
669;;ORDINARIO;MONTEFURADO 2;Galicia
670;;ORDINARIO;MONTEFURADO 3;Galicia
671;;ORDINARIO;N S DEL AGAVANZAL 1;Castilla y Leon
672;;ORDINARIO;N S DEL AGAVANZAL 2;Castilla y Leon
673;;ORDINARIO;N S DEL AGAVANZAL 3;Castilla y Leon
674;;ORDINARIO;PENADEGUI 1;Pais Vasco
675;;ORDINARIO;PONTENOVO 1;Galicia
676;;ORDINARIO;PONTENOVO 2;Galicia
677;;ORDINARIO;PONTENOVO 3;Galicia
678;;ORDINARIO;PONTENOVO 4;Galicia
679;;ORDINARIO;PUENTE BIBEY 1;Galicia
680;;ORDINARIO;PUENTE BIBEY 2;Galicia
681;;ORDINARIO;PUENTE BIBEY 3;Galicia
682;;ORDINARIO;PUENTE BIBEY 4;Galicia
683;;ORDINARIO;PUENTE BIBEY 5;Galicia
684;;ORDINARIO;PUENTELARRA 1;Pais Vasco
685;;ORDINARIO;PUENTELARRA 2;Pais Vasco
686;;ORDINARIO;PUENTELARRA 3;Pais Vasco
687;;ORDINARIO;QUINTANA 1;Castilla y Leon
688;;ORDINARIO;RIBESALBES 1;Comunidad Valenciana
689;;ORDINARIO;RIBESALBES 2;Comunidad Valenciana
690;;ORDINARIO;RICOBAYO 1;Castilla y Leon
691;;ORDINARIO;RICOBAYO 2;Castilla y Leon
692;;ORDINARIO;RICOBAYO 3;Castilla y Leon
693;;ORDINARIO;RICOBAYO 4;Castilla y Leon
694;;ORDINARIO;RICOBAYO II 1;Castilla y Leon
695;;ORDINARIO;SAN ANTOLIN 1;Pais Vasco
696;;ORDINARIO;SAN CLODIO;Galicia
697;;ORDINARIO;SAN CRISTOBAL 1;Galicia
698;;ORDINARIO;SAN CRISTOBAL 2;Galicia
699;;ORDINARIO;SAN ESTEBAN 1;Galicia
700;;ORDINARIO;SAN ESTEBAN 2;Galicia
701;;ORDINARIO;SAN ESTEBAN 3;Galicia
702;;ORDINARIO;SAN ESTEBAN 4;Galicia
703;;ORDINARIO;SAN ESTEBAN 5;Galicia
704;;ORDINARIO;SAN ESTEBAN 6;Galicia
705;;ORDINARIO;San Esteban II, Grupo 1;Galicia
706;;ORDINARIO;SAN MARTIN;Galicia
707;;ORDINARIO;SAN MIGUEL 1;Galicia
708;;ORDINARIO;SAN MIGUEL 2;Galicia
709;;ORDINARIO;SAN PEDRO 1;Galicia
710;;ORDINARIO;SAN PEDRO 2;Galicia
711;;ORDINARIO;SANTIAGO-JARES 1;Galicia
712;;ORDINARIO;SANTIAGO-JARES 2;Galicia
713;;ORDINARIO;SANTIAGO-SIL 1;Galicia
714;;ORDINARIO;SANTIAGO-SIL 2;Galicia
715;;ORDINARIO;SAUCELLE I 1;Castilla y Leon
716;;ORDINARIO;SAUCELLE I 2;Castilla y Leon
717;;ORDINARIO;SAUCELLE I 3;Castilla y Leon
718;;ORDINARIO;SAUCELLE I 4;Castilla y Leon
719;;ORDINARIO;SAUCELLE II 1;Castilla y Leon
720;;ORDINARIO;SAUCELLE II 2;Castilla y Leon
721;;ORDINARIO;SEQUEIROS 1;Galicia
722;;ORDINARIO;SEQUEIROS 2;Galicia
723;;ORDINARIO;SEQUEIROS 3;Galicia
724;;ORDINARIO;SOBRADELO 1;Galicia
725;;ORDINARIO;SOBRADELO 2;Galicia
726;;ORDINARIO;SOBRON 1;Pais Vasco
727;;ORDINARIO;SOBRON 2;Pais Vasco
728;;ORDINARIO;SOUTELO 1;Galicia
729;;ORDINARIO;SOUTELO 2;Galicia
730;;ORDINARIO;TORREJON 1;Extremadura
731;;ORDINARIO;TORREJON 2;Extremadura
732;;ORDINARIO;TORREJON 3;Extremadura
733;;ORDINARIO;TORREJON 4;Extremadura
734;;ORDINARIO;TRESPADERNE 1;Castilla y Leon
735;;ORDINARIO;TRESPADERNE 2;Castilla y Leon
736;;ORDINARIO;ULLIVARRI-GAMBOA 1;Pais Vasco
737;;ORDINARIO;VALDECANAS 1;Extremadura
738;;ORDINARIO;VALDECANAS 2;Extremadura
739;;ORDINARIO;VALDECANAS 3;Extremadura
740;;ORDINARIO;VALDEOBISPO 1;Extremadura
741;;ORDINARIO;VALDEOBISPO 2;Extremadura
742;;ORDINARIO;VALPARAISO 1;Castilla y Leon
743;;ORDINARIO;VALPARAISO 2;Castilla y Leon
744;;ORDINARIO;VILLALBA 1;Castilla y Leon
745;;ORDINARIO;VILLALBA 2;Castilla y Leon
746;;ORDINARIO;VILLALCAMPO I 1;Castilla y Leon
747;;ORDINARIO;VILLALCAMPO I 2;Castilla y Leon
748;;ORDINARIO;VILLALCAMPO I 3;Castilla y Leon
749;;ORDINARIO;VILLALCAMPO II;Castilla y Leon
750;;ORDINARIO;VILLARINO 1;Castilla y Leon
751;;ORDINARIO;VILLARINO 2;Castilla y Leon
752;;ORDINARIO;VILLARINO 3;Castilla y Leon
753;;ORDINARIO;VILLARINO 4;Castilla y Leon
754;;ORDINARIO;VILLARINO 5;Castilla y Leon
755;;ORDINARIO;VILLARINO 6;Castilla y Leon
756;;ORDINARIO;VIRGEN DEL PILAR 2;Castilla-La Mancha
757;;ORDINARIO;YESA;Navarra
758;;ORDINARIO;BENAGEBER 1;Comunidad Valenciana
759;;ORDINARIO;BENAGEBER 2;Comunidad Valenciana
760;;ORDINARIO;LA GOTERA;Castilla y Leon
761;;ORDINARIO;PUERTO SEGURO 1;Castilla y Leon
762;;ORDINARIO;PUERTO SEGURO 2;Castilla y Leon
763;;ORDINARIO;QUINTANILLA ESCALADA 1;Castilla y Leon
764;;ORDINARIO;QUINTANILLA ESCALADA 2;Castilla y Leon
765;;ORDINARIO;SAN ROMAN 1;Castilla y Leon
766;;ORDINARIO;SANTA TERESA 1;Castilla y Leon
767;;ORDINARIO;SANTA TERESA 2;Castilla y Leon
768;;ORDINARIO;VILLAGONZALO 1;Castilla y Leon
769;;ORDINARIO;VILLAGONZALO 2;Castilla y Leon
770;;ORDINARIO;ARRAMBIDE 1;Navarra
771;;ORDINARIO;ARRAMBIDE 2;Navarra
772;;ORDINARIO;ARRAMBIDE 3;Navarra
773;;ORDINARIO;LEIZA 1;Navarra
774;;ORDINARIO;LEIZA 2;Navarra
775;;ORDINARIO;OIZ 1;Navarra
776;;ORDINARIO;OIZ 2;Navarra
777;;ORDINARIO;SAN TIBURCIO;Navarra
778;;ORDINARIO;URROZ 1;Navarra
779;;ORDINARIO;URROZ 2;Navarra
780;;ORDINARIO;VENTAS DE YANCI 1;Navarra
781;;ORDINARIO;VENTAS DE YANCI 2;Navarra
782;;ORDINARIO;VENTAS DE YANCI 3;Navarra
783;;ORDINARIO;VENTAS DE YANCI 4;Navarra
784;;ORDINARIO;ZUBIETA 1;Navarra
785;;ORDINARIO;ZUBIETA 2;Navarra
786;;ORDINARIO;ZUMARRESTA 1;Navarra
787;;ORDINARIO;ZUMARRESTA 2;Navarra
788;;ORDINARIO;ANGUIANO 1;La Rioja
789;;ORDINARIO;ANGUIANO 2;La Rioja
790;;ORDINARIO;ANGUIANO 3;La Rioja
791;;ORDINARIO;EGUILLOR 1;Navarra
792;;ORDINARIO;EGUILLOR 2;Navarra
793;;ORDINARIO;EL BOSQUE 1;Castilla-La Mancha
794;;ORDINARIO;EL BOSQUE 2;Castilla-La Mancha
795;;ORDINARIO;EL CORTIJO, GRUPO 1;La Rioja
796;;ORDINARIO;EL CORTIJO, GRUPO 2;La Rioja
797;;ORDINARIO;EL CORTIJO, GRUPO 3;La Rioja
798;;ORDINARIO;HIJAR 1;Castilla-La Mancha
799;;ORDINARIO;HIJAR 2;Castilla-La Mancha
800;;ORDINARIO;LA MILAGROSA 3;Castilla-La Mancha
801;;ORDINARIO;LA RETORNA 1;La Rioja
802;;ORDINARIO;LA RETORNA 2;La Rioja
803;;ORDINARIO;LAS CUEVAS 1;La Rioja
804;;ORDINARIO;LAS CUEVAS 2;La Rioja
805;;ORDINARIO;LAS NORIAS 1;La Rioja
806;;ORDINARIO;LAS NORIAS 2;La Rioja
807;;ORDINARIO;LEIZARAN;Pais Vasco
808;;ORDINARIO;MANSILLA 1;La Rioja
809;;ORDINARIO;MANSILLA 2;La Rioja
810;;ORDINARIO;NAJERILLA 1;La Rioja
811;;ORDINARIO;NAJERILLA 2;La Rioja
812;;ORDINARIO;ORONOZ 1;Navarra
813;;ORDINARIO;ORONOZ 2;Navarra
814;;ORDINARIO;PANZARES 1;La Rioja
815;;ORDINARIO;PANZARES 2;La Rioja
816;;ORDINARIO;PICOAGA 1;Pais Vasco
817;;ORDINARIO;PICOAGA 2;Pais Vasco
818;;ORDINARIO;QUEILES II 1;Aragon
819;;ORDINARIO;QUEILES II 2;Aragon
820;;ORDINARIO;QUEILES II 3;Aragon
821;;ORDINARIO;RECAJO 1;Navarra
822;;ORDINARIO;RECAJO 2;Navarra
823;;ORDINARIO;RECAJO 3;Navarra
824;;ORDINARIO;SAN JOSE 1;La Rioja
825;;ORDINARIO;SAN JOSE 2;La Rioja
826;;ORDINARIO;SANTIAGO-URUMEA 1;Pais Vasco
827;;ORDINARIO;SANTIAGO-URUMEA 2;Pais Vasco
828;;ORDINARIO;SANTIAGO-URUMEA 3;Pais Vasco
829;;ORDINARIO;TRANCO DEL LOBO 1;Castilla-La Mancha
830;;ORDINARIO;TRANCO DEL LOBO 2;Castilla-La Mancha
831;;ORDINARIO;TRANCO DEL LOBO 3;Castilla-La Mancha
832;;ORDINARIO;VERA DE BIDASOA 1;Navarra
833;;ORDINARIO;VERA DE BIDASOA 2;Navarra
834;;ORDINARIO;CTCC ESCATRON;Aragon
835;;ORDINARIO;ACECA, GRUPO 4;Castilla-La Mancha
836;;ORDINARIO;BESOS, GRUPO 4;Cataluna
837;;ORDINARIO;CAMPO DE GIBRALTAR GRUPO 10;Andalucia
838;;ORDINARIO;CARTAGENA GRUPO 1;Region de Murcia
839;;ORDINARIO;CARTAGENA GRUPO 2;Region de Murcia
840;;ORDINARIO;CARTAGENA GRUPO 3;Region de Murcia
841;;ORDINARIO;CCC SAGUNTO, GRUPO 1;Comunidad Valenciana
842;;ORDINARIO;CCC SAGUNTO, GRUPO 2;Comunidad Valenciana
843;;ORDINARIO;CCC SAGUNTO, GRUPO 3;Comunidad Valenciana
844;;ORDINARIO;CTCC PLANA DEL VENT 1;Cataluna
845;;ORDINARIO;CTCC SABON, GRUPO 3;Galicia
846;;ORDINARIO;MALA1 (CTCC MALAGA);Andalucia
847;;ORDINARIO;PALOS DE LA FRONTERA GRUPO 1;Andalucia
848;;ORDINARIO;PALOS DE LA FRONTERA GRUPO 2;Andalucia
849;;ORDINARIO;PALOS DE LA FRONTERA GRUPO 3;Andalucia
850;;ORDINARIO;PUERTO DE BARCELONA, GRUPO 1;Cataluna
851;;ORDINARIO;PUERTO DE BARCELONA, GRUPO 2;Cataluna
852;;ORDINARIO;SAN ROQUE GRUPO 1;Andalucia
853;;ORDINARIO;ALBARELLOS GRUPO 1;Galicia
854;;ORDINARIO;ALCOBA GRUPO 1;Castilla y Leon
855;;ORDINARIO;ALMOGUERA GRUPO 1;Castilla-La Mancha
856;;ORDINARIO;ALMOGUERA GRUPO 2;Castilla-La Mancha
857;;ORDINARIO;ALMOGUERA GRUPO 3;Castilla-La Mancha
858;;ORDINARIO;BELESAR GRUPO 1;Galicia
859;;ORDINARIO;BELESAR GRUPO 2;Galicia
860;;ORDINARIO;BELESAR GRUPO 3;Galicia
861;;ORDINARIO;BOLARQUE I GRUPO 1;Castilla-La Mancha
862;;ORDINARIO;BOLARQUE I GRUPO 2;Castilla-La Mancha
863;;ORDINARIO;BOLARQUE II GRUPO 1;Castilla-La Mancha
864;;ORDINARIO;BOLARQUE II GRUPO 2;Castilla-La Mancha
865;;ORDINARIO;BOLARQUE II GRUPO 3;Castilla-La Mancha
866;;ORDINARIO;BOLARQUE II GRUPO 4;Castilla-La Mancha
867;;ORDINARIO;BUENAMESON GRUPO 1;Comunidad de Madrid
868;;ORDINARIO;BUENAMESON GRUPO 2;Comunidad de Madrid
869;;ORDINARIO;BUENAMESON GRUPO 3;Comunidad de Madrid
870;;ORDINARIO;BUENDIA GRUPO 1;Castilla-La Mancha
871;;ORDINARIO;BUENDIA GRUPO 2;Castilla-La Mancha
872;;ORDINARIO;BUENDIA GRUPO 3;Castilla-La Mancha
873;;ORDINARIO;BURGOMILLODO GRUPO 1;Castilla y Leon
874;;ORDINARIO;BURGOMILLODO GRUPO 2;Castilla y Leon
875;;ORDINARIO;BURGOMILLODO GRUPO 3;Castilla y Leon
876;;ORDINARIO;BURGOMILLODO GRUPO 4;Castilla y Leon
877;;ORDINARIO;BURGUILLO GRUPO 1;Castilla y Leon
878;;ORDINARIO;BURGUILLO GRUPO 2;Castilla y Leon
879;;ORDINARIO;BURGUILLO GRUPO 3;Castilla y Leon
880;;ORDINARIO;CABANELAS GRUPO 1;Galicia
881;;ORDINARIO;CASTREJON GRUPO 1;Castilla-La Mancha
882;;ORDINARIO;CASTREJON GRUPO 2;Castilla-La Mancha
883;;ORDINARIO;CASTREJON GRUPO 3;Castilla-La Mancha
884;;ORDINARIO;CASTREJON GRUPO 4;Castilla-La Mancha
885;;ORDINARIO;CASTRELO GRUPO 1;Galicia
886;;ORDINARIO;CASTRELO GRUPO 2;Galicia
887;;ORDINARIO;CIMANES GRUPO 1;Castilla y Leon
888;;ORDINARIO;ENTREPENAS GRUPO 1;Castilla-La Mancha
889;;ORDINARIO;ENTREPENAS GRUPO 2;Castilla-La Mancha
890;;ORDINARIO;ESPINOSA GRUPO 1;Castilla y Leon
891;;ORDINARIO;FERVENZA GRUPO 1;Galicia
892;;ORDINARIO;FRIEIRA GRUPO 1;Galicia
893;;ORDINARIO;FRIEIRA GRUPO 2;Galicia
894;;ORDINARIO;GUIMIL GRUPO 1;Galicia
895;;ORDINARIO;GUIMIL GRUPO 2;Galicia
896;;ORDINARIO;LA TOBA GRUPO 1;Castilla-La Mancha
897;;ORDINARIO;LAS CONCHAS GRUPO 1;Galicia
898;;ORDINARIO;LAS CONCHAS GRUPO 2;Galicia
899;;ORDINARIO;LAS CONCHAS GRUPO 3;Galicia
900;;ORDINARIO;LAS PICADAS GRUPO 1;Comunidad de Madrid
901;;ORDINARIO;LAS PICADAS GRUPO 2;Comunidad de Madrid
902;;ORDINARIO;LAS VENCIAS GRUPO 1;Castilla y Leon
903;;ORDINARIO;LEBOREIRO GRUPO 1;Galicia
904;;ORDINARIO;LEBOREIRO GRUPO 2;Galicia
905;;ORDINARIO;LINARES ARROYO GRUPO 1;Castilla y Leon
906;;ORDINARIO;LINARES ARROYO GRUPO 2;Castilla y Leon
907;;ORDINARIO;LOS PEARES GRUPO 1;Galicia
908;;ORDINARIO;LOS PEARES GRUPO 2;Galicia
909;;ORDINARIO;LOS PEARES GRUPO 3;Galicia
910;;ORDINARIO;MEZONZO GRUPO 1;Galicia
911;;ORDINARIO;MEZONZO GRUPO 2;Galicia
912;;ORDINARIO;PORTODEMOUROS GRUPO 1;Galicia
913;;ORDINARIO;PORTODEMOUROS GRUPO 2;Galicia
914;;ORDINARIO;PUENTE NUEVO GRUPO 1;Castilla y Leon
915;;ORDINARIO;PUENTE NUEVO GRUPO 2;Castilla y Leon
916;;ORDINARIO;PUENTE NUEVO GRUPO 3;Castilla y Leon
917;;ORDINARIO;REGUEIRO GRUPO 1;Galicia
918;;ORDINARIO;REGUEIRO GRUPO 2;Galicia
919;;ORDINARIO;SALAS GRUPO 1;Galicia
920;;ORDINARIO;SAN ISIDORO (BARRIOS) GRUPO 1;Castilla y Leon
921;;ORDINARIO;SAN ISIDORO (BARRIOS) GRUPO 2;Castilla y Leon
922;;ORDINARIO;SAN ISIDORO (BARRIOS) GRUPO 3;Castilla y Leon
923;;ORDINARIO;SAN ISIDORO (BARRIOS) GRUPO 4;Castilla y Leon
924;;ORDINARIO;SAN JUAN GRUPO 1;Comunidad de Madrid
925;;ORDINARIO;SAN JUAN GRUPO 2;Comunidad de Madrid
926;;ORDINARIO;TAMBRE I GRUPO 1;Galicia
927;;ORDINARIO;TAMBRE I GRUPO 2;Galicia
928;;ORDINARIO;TAMBRE I GRUPO 3;Galicia
929;;ORDINARIO;TAMBRE I GRUPO 4;Galicia
930;;ORDINARIO;TAMBRE II GRUPO 1;Galicia
931;;ORDINARIO;VELLE GRUPO 1;Galicia
932;;ORDINARIO;VELLE GRUPO 2;Galicia
933;;ORDINARIO;VILLALBA GRUPO 1;Castilla-La Mancha
