AUTOID;INSTALACIONID;REGIMEN;INSTALACION;AUTONOMIA
64108;63863;ESPECIAL;ISFVCR LOPEZ SANCHEZ;Region de Murcia
64109;63864;ESPECIAL;ISFVCR PELLICER LOPEZ;Region de Murcia
64110;63865;ESPECIAL;ISFV CR 20 KW;Region de Murcia
64111;63866;ESPECIAL;CAVILA 2;Region de Murcia
64112;63867;ESPECIAL;ISFV CASER RESIDENCIAL;Region de Murcia
64113;63868;ESPECIAL;AYTO MURCIA CC MARTINEZ DEL PUERTO;Region de Murcia
64114;63869;ESPECIAL;ISFV JUAN ANTONIO MARTINEZ MONDEJAR;Region de Murcia
64115;63870;ESPECIAL;AYTO MURCIA CC GEA Y TRUYOLS;Region de Murcia
64116;63871;ESPECIAL;AYTO MURCIA CC SANTA CRUZ;Region de Murcia
64117;63872;ESPECIAL;AYTO MURCIA CC SUCINA;Region de Murcia
64118;63873;ESPECIAL;AYTO MURCIA CC COBATILLAS;Region de Murcia
64119;63874;ESPECIAL;AYTO MURCIA CC EL RAAL;Region de Murcia
64120;63875;ESPECIAL;AYTO MURCIA ACM EL ESPARRAGAL;Region de Murcia
64121;63876;ESPECIAL;AYTO MURCIA B BENIAJAN;Region de Murcia
64122;63877;ESPECIAL;ISFV TRACTOLUMBRERAS;Region de Murcia
64123;63878;ESPECIAL;GRANA I,II,III,IV;Region de Murcia
64124;63879;ESPECIAL;ISFV RUIVER;Region de Murcia
64125;63880;ESPECIAL;ISFV LOPEZ CARCELES;Region de Murcia
64126;63881;ESPECIAL;CAMPO SOLAR EL PUNTAL;Region de Murcia
64127;63882;ESPECIAL;ISFV BANOS Y MENDIGO;Region de Murcia
64128;63883;ESPECIAL;CAMPO SOLAR CONTRERAS;Region de Murcia
64129;63884;ESPECIAL;CAMPO SOLAR TURBINTO;Region de Murcia
64130;63885;ESPECIAL;AYTO MURCIA CC CORVERA;Region de Murcia
64131;63886;ESPECIAL;AYTO MURCIA CC JERONIMO AVILESES;Region de Murcia
64132;63887;ESPECIAL;AYTO MURCIA ACM SUCINA;Region de Murcia
64133;63888;ESPECIAL;ISFV ENERSONNE;Region de Murcia
64134;63889;ESPECIAL;ISFV ENERSONNE BERNASA;Region de Murcia
64135;63890;ESPECIAL;ISFV ENERSONNE BAGON;Region de Murcia
64136;63891;ESPECIAL;HELIOGEN YECLA 1;Region de Murcia
64137;63892;ESPECIAL;ISFV CR 136 KW;Region de Murcia
64138;63893;ESPECIAL;FOTOVOLTAICA TALLO 1;Region de Murcia
64139;63894;ESPECIAL;ISFV SOBRE CUBIERTA DE NAVE INDUSTRIAL;Region de Murcia
64140;63895;ESPECIAL;CENTRAL SOLAR DE 20 KW;Region de Murcia
64141;63896;ESPECIAL;IF SC NAVE INDUSTRIAL CR DE 340 KW;Region de Murcia
64142;63897;ESPECIAL;NAVE BARBARIN 30 KW;Navarra
64143;63898;ESPECIAL;ESTELLA 20 KW;Navarra
64144;63899;ESPECIAL;TALLERES GURO 20 KW;Navarra
64145;63900;ESPECIAL;L•SOL - CUBIERTA FV 70KW EN BURLADA (NA);Navarra
64146;63901;ESPECIAL;CARMELO HORTALEZA;Navarra
64147;63902;ESPECIAL;PEDRO OLITE;Navarra
64148;63903;ESPECIAL;JESUS OLITE;Navarra
64149;63904;ESPECIAL;JESUS TAFALLA;Navarra
64150;63905;ESPECIAL;CIRIZA;Navarra
64151;63906;ESPECIAL;INCACI 20 KW;Navarra
64152;63907;ESPECIAL;BERRUETA 40;Navarra
64153;63908;ESPECIAL;PEDRO TAFALLA;Navarra
64154;63909;ESPECIAL;SAN ISIDRO 40 KW;Navarra
64155;63910;ESPECIAL;ALABASTRO I;Navarra
64156;63911;ESPECIAL;ALABASTRO II;Navarra
64157;63912;ESPECIAL;CG CN MANRESA;Cataluna
64158;63913;ESPECIAL;CG PISCINA JOAN SERRA;Cataluna
64159;63914;ESPECIAL;CENTRO DE INICIATIVAS EMPRESARIALES;Andalucia
64160;63915;ESPECIAL;RESIDENCIA DE MAYORES;Andalucia
64161;63916;ESPECIAL;MONTAJES ENIX;Andalucia
64162;63917;ESPECIAL;CENTRO DE SALUD;Andalucia
64163;63918;ESPECIAL;LA BODERA ENERGIAS RENOVABLES S.L.;Andalucia
64164;63919;ESPECIAL;JOSE ANTONIO MARTOS GARCIA- ORIA 2;Andalucia
64165;63920;ESPECIAL;RUBIRA SOLA I;Andalucia
64166;63921;ESPECIAL;RUBIRA SOLA II;Andalucia
64167;63922;ESPECIAL;FINES V;Andalucia
64168;63923;ESPECIAL;FINES VI;Andalucia
64169;63924;ESPECIAL;FINES VII;Andalucia
64170;63925;ESPECIAL;FINES_VIII;Andalucia
64171;63926;ESPECIAL;EL PERAICO;Andalucia
64172;63927;ESPECIAL;ANTONIO MARTINEZ AMOROS-ARBOLEAS;Andalucia
64173;63928;ESPECIAL;FV-AVELLANEDA;Andalucia
64174;63929;ESPECIAL;FV-LOS CORTESES;Andalucia
64175;63930;ESPECIAL;INSTALACION FOTOVOLTAICA CONECTADA A RED ST. GEORGE SCHOOL;Andalucia
64176;63931;ESPECIAL;RADICANVER EL BAICO;Andalucia
64177;63932;ESPECIAL;TERRERA RENOVABLES;Andalucia
64178;63933;ESPECIAL;PERGOLA ESPOLSADA;Cataluna
64179;63934;ESPECIAL;INSTALACION FOTOVOLTAICA DE CONEXION A RED DE 68 KW;Canarias
64180;63935;ESPECIAL;INSTALACION FOTOVOLTAICA DE CONEXION A RED DE 68 KW;Canarias
64181;63936;ESPECIAL;PLANTA DE VALORIZACION ENERGETICA DE RESIDUOS INDUSTRIALES NO PELIGROSOS DEL RECICLAJE DEL PAPEL;Aragon
64182;63937;ESPECIAL;FV TEJADO 20 KW DE DEMETRIO YUS VILLUENDAS;Aragon
64183;63938;ESPECIAL;FV TEJADO 4,4 KW DE SANTIAGO CALVO SERRANO;Aragon
64184;63939;ESPECIAL;ANGEL DE LA ROSA SUAREZ;Comunidad de Madrid
64185;63940;ESPECIAL;BRICO DEPOT GETAFE;Comunidad de Madrid
64186;63941;ESPECIAL;CENTRO ATENCION ANIMAL;Comunidad de Madrid
64187;63942;ESPECIAL;STAMPROF;Comunidad de Madrid
64188;63943;ESPECIAL;JESUS DOMINGUEZ ORTIZ;Comunidad de Madrid
64189;63944;ESPECIAL;POLIDEPORTIVO VIRGEN DEL RETAMAR;Comunidad de Madrid
64190;63945;ESPECIAL;LUCIA ALDEANUEVA DE EBRO;La Rioja
64191;63946;ESPECIAL;A CORGA;Galicia
64192;63947;ESPECIAL;09_062 20KW;La Rioja
64193;63948;ESPECIAL;ISF SYMONSEN;La Rioja
64194;63949;ESPECIAL;ISF ENERGESA 2;La Rioja
64195;63950;ESPECIAL;I.S.F.;Castilla-La Mancha
64196;63951;ESPECIAL;I.S.F.;Castilla-La Mancha
64197;63952;ESPECIAL;EAS 03/20 KW;Castilla-La Mancha
64198;63953;ESPECIAL;EAS 16/10 KW;Castilla-La Mancha
64199;63954;ESPECIAL;EAS 21/5 KW;Castilla-La Mancha
64200;63955;ESPECIAL;EAS 22/5 KW;Castilla-La Mancha
64201;63956;ESPECIAL;EAS 23/5 KW;Castilla-La Mancha
64202;63957;ESPECIAL;EAS 24/5 KW;Castilla-La Mancha
64203;63958;ESPECIAL;EAS 25/5 KW;Castilla-La Mancha
64204;63959;ESPECIAL;EAS 26/5 KW;Castilla-La Mancha
64205;63960;ESPECIAL;EAS 27/5 KW;Castilla-La Mancha
64206;63961;ESPECIAL;EAS 28/5 KW;Castilla-La Mancha
64207;63962;ESPECIAL;EAS 29/5 KW;Castilla-La Mancha
64208;63963;ESPECIAL;EAS 30/5 KW;Castilla-La Mancha
64209;63964;ESPECIAL;EAS 40/5 KW;Castilla-La Mancha
64210;63965;ESPECIAL;I.S.F.;Castilla-La Mancha
64211;63966;ESPECIAL;I.S.F.;Castilla-La Mancha
64212;63967;ESPECIAL;I.S.F.;Castilla-La Mancha
64213;63968;ESPECIAL;I.S.F. GABRIEL MAROTO ROMERO DE AVILA;Castilla-La Mancha
64214;63969;ESPECIAL;AQUILATUX;Castilla-La Mancha
64215;63970;ESPECIAL;I.S.F.;Castilla-La Mancha
64216;63971;ESPECIAL;I.S.F. ISABEL;Castilla-La Mancha
64217;63972;ESPECIAL;ALG-1;Castilla-La Mancha
64218;63973;ESPECIAL;I.S.F. RAP-1;Castilla-La Mancha
64219;63974;ESPECIAL;I.S.F.;Castilla-La Mancha
64220;63975;ESPECIAL;ENERGIA CONVENIENTE UNO;Castilla-La Mancha
64221;63976;ESPECIAL;ENERGIA CONVENIENTE DOS;Castilla-La Mancha
64222;63977;ESPECIAL;ENERGIA CONVENIENTE TRES;Castilla-La Mancha
64223;63978;ESPECIAL;ENERGIA CONVENIENTE CUATRO;Castilla-La Mancha
64224;63979;ESPECIAL;ENERGIA CONVENIENTE CINCO;Castilla-La Mancha
64225;63980;ESPECIAL;HSF LA GRULLA DE PENAFLOR;Andalucia
64226;63981;ESPECIAL;HSF LA GRULLA DE PENAFLOR;Andalucia
64227;63982;ESPECIAL;HSF LA GRULLA DE PENAFLOR;Andalucia
64228;63983;ESPECIAL;CUBIERTA SOLUCAR FV-1;Andalucia
64229;63984;ESPECIAL;HSF LA GRULLA DE PENAFLOR;Andalucia
64230;63985;ESPECIAL;PUERTO ERRADO 2;Region de Murcia
64231;63986;ESPECIAL;CENTRE DEMPRESES DE CERCS;Cataluna
64232;63987;ESPECIAL;SUMINISTROS Y SERVICIOS TERMALDE, S.A.;Pais Vasco
64233;63988;ESPECIAL;LOGISTICA PALACIOS, S.L.;Pais Vasco
64234;63989;ESPECIAL;COOP. A. G. LEZAMA;Pais Vasco
64235;63990;ESPECIAL;INVERSIONES KERBLO, S.L.;Pais Vasco
64236;63991;ESPECIAL;COGENERACIO HOSPITAL SON LLATZER;Baleares
64237;63992;ESPECIAL;BM NUFRI-5;Cataluna
64238;63993;ESPECIAL;FOTOVOLTAICA SOBRE TEJADO DE 80 KW DE ANGEL MARCOS RUIZ MILIA;Aragon
64239;63994;ESPECIAL;FV DE 10 KW DE INSTALACIONES BONED S.L.;Aragon
64240;63995;ESPECIAL;FOTOVOLTAICA DE 45 KW DE DESARROLLOS GUASO S.L.;Aragon
64241;63996;ESPECIAL;FOTOVOLTAICA S/C DE 24 KW DE DESARROLLOS GUASO S.L.;Aragon
64242;63997;ESPECIAL;INSTALACION FOTOVOLTAICA CONECTADA A RED CASABERMEJA;Andalucia
64243;63998;ESPECIAL;INSTALACION SOLAR FOTOVOLTAICA MOLI;Andalucia
64244;63999;ESPECIAL;INSTALACION SOLAR FOTOVOLTAICA MARI;Andalucia
64245;64000;ESPECIAL;INSTALACION FOTOVOLTAICA CONECTADA A RED BANCOSOL ALIMENTOS;Andalucia
64246;64001;ESPECIAL;INSTALACION FOTOVOLTAICA CONECTADA A RED ENFOGAR III;Andalucia
64247;64002;ESPECIAL;JULIO ACALE SANCHEZ;Andalucia
64248;64003;ESPECIAL;AYUNTAMIENTO DE ALCOCER DE PLANES;Comunidad Valenciana
64249;64004;ESPECIAL;ADAVEP AYORA, S.L.;Comunidad Valenciana
64250;64005;ESPECIAL;BRICOMART MASSANASSA;Comunidad Valenciana
64251;64006;ESPECIAL;ASPE SOLAR;Comunidad Valenciana
64252;64007;ESPECIAL;INSTALACION FV DE 20 KW SOBRE CUBIERTA EN CREVILLENTE;Comunidad Valenciana
64253;64008;ESPECIAL;PARQUE SOLAR FOTOVOLTAICO ONDA A1;Comunidad Valenciana
64254;64009;ESPECIAL;BEFESA VALORIZACION DE AZUFRE, S.L.U.;Pais Vasco
64255;64010;ESPECIAL;TROFEOS DEPORTIVOS ZUSI, S.L.;Pais Vasco
64256;64011;ESPECIAL;TOROGUAPO S.L.;Castilla-La Mancha
64257;64012;ESPECIAL;TOROGUAPO S.L.;Castilla-La Mancha
64258;64013;ESPECIAL;MRFV FERROCAST TOMELLOSO-2;Castilla-La Mancha
64259;64014;ESPECIAL;MRFV FERROCAST TOMELLOSO-1;Castilla-La Mancha
64260;64015;ESPECIAL;PABELLON N 2;Castilla-La Mancha
64261;64016;ESPECIAL;NAVES SAN RAFAEL;Castilla-La Mancha
64262;64017;ESPECIAL;CENTRO SOCIAL MINGOGIL;Castilla-La Mancha
64263;64018;ESPECIAL;VILLACANAS II;Castilla-La Mancha
64264;64019;ESPECIAL;POLIDEPORTIVO ESPEJO 100 KW;Andalucia
64265;64020;ESPECIAL;CUBIERTASOL CORDOBA ESTIMARMOL 1;Andalucia
64266;64021;ESPECIAL;CUBIERTASOL CORDOBA ESTIMARMOL 2;Andalucia
64267;64022;ESPECIAL;PATERNA FV 20 S.C.;Andalucia
64268;64023;ESPECIAL;LINGEGAS 2;Castilla-La Mancha
64269;64024;ESPECIAL;VILLANUBLA ENERPAL;Castilla y Leon
64270;64025;ESPECIAL;CENTRAL ELECTRICA BIOGAS EDAR PALMA I;Baleares
64271;64026;ESPECIAL;FV SOBRE TEJADO DE 5 KW DE JUAN ANTONIO RODRIQUEZ HERNANDEZ;Aragon
64272;64027;ESPECIAL;FAIMEVI;Galicia
64273;64028;ESPECIAL;SOLPRIGA, S.L.;Pais Vasco
64274;64029;ESPECIAL;AYUNTAMIENTO DE ARRIGORRIAGA;Pais Vasco
64275;64030;ESPECIAL;EDILBERTO IBANEZ, S.L.;Pais Vasco
64276;64031;ESPECIAL;IDOM ZORROZAURRE INVESTIGACION Y DESARROLLO, A.I.E;Pais Vasco
64277;64032;ESPECIAL;INVERCHU 2008 S.L.;Pais Vasco
64278;64033;ESPECIAL;IDOIA ALTAMIRA BASTERRECHEA;Pais Vasco
64279;64034;ESPECIAL;GIROA, S.A.;Pais Vasco
64280;64035;ESPECIAL;BRUNO TREVINO E HIJOS S.A.;Pais Vasco
64281;64036;ESPECIAL;VISESA;Pais Vasco
64282;64037;ESPECIAL;CAJA DE AHORROS DE VITORIA Y ALAVA;Pais Vasco
64283;64038;ESPECIAL;INGENIA-INTERALBALUZ;Castilla-La Mancha
64284;64039;ESPECIAL;FV CASTESOLARFV-40 KW;Castilla-La Mancha
64285;64040;ESPECIAL;FV LAGOSOLARFV-100 KW;Castilla-La Mancha
64286;64041;ESPECIAL;FV GASOLARFV-50 KW;Castilla-La Mancha
64287;64042;ESPECIAL;FV LERISOLARFV-80 KW;Castilla-La Mancha
64288;64043;ESPECIAL;FV GUASOLARFV-100 KW;Castilla-La Mancha
64289;64044;ESPECIAL;CEIP EL GRECO;Castilla-La Mancha
64290;64045;ESPECIAL;NAVAS DE JORQUERA III;Castilla-La Mancha
64291;64046;ESPECIAL;NAVAS DE JORQUERA II;Castilla-La Mancha
64292;64047;ESPECIAL;NAVAS DE JORQUERA I;Castilla-La Mancha
64293;64048;ESPECIAL;FRONTON MUNICIPAL 30 KW;Castilla-La Mancha
64294;64049;ESPECIAL;CASA DE LA CULTURA 40 KW;Castilla-La Mancha
64295;64050;ESPECIAL;POLIDEPORTIVO MUNICIPAL 80 KW;Castilla-La Mancha
64296;64051;ESPECIAL;CAMPO DE CRIPTANA I;Castilla-La Mancha
64297;64052;ESPECIAL;CHINCHILLA 20;Castilla-La Mancha
64298;64053;ESPECIAL;HSC HELLIN 3.2-NICOLAE MARIN UNTARU;Castilla-La Mancha
64299;64054;ESPECIAL;JULIAN I;Castilla-La Mancha
64300;64055;ESPECIAL;MPCR-RIVAS;Comunidad de Madrid
64301;64056;ESPECIAL;CUZCO ALGETE;Comunidad de Madrid
64302;64057;ESPECIAL;PROEJE RENOVABLES III;Comunidad de Madrid
64303;64058;ESPECIAL;PABELLON DEPORTIVO MUNICIPAL;Comunidad de Madrid
64304;64059;ESPECIAL;INSTITUTO MUNICIPAL DEL SUELO DE MOSTOLES;Comunidad de Madrid
64305;64060;ESPECIAL;COGENERACION LA PACHECA;Region de Murcia
64306;64061;ESPECIAL;PST SOLACOR DOS;Andalucia
64307;64062;ESPECIAL;MONJARDIN 1;Navarra
64308;64063;ESPECIAL;COOP VALDORBA;Navarra
64309;64064;ESPECIAL;ALLIN I;Navarra
64310;64065;ESPECIAL;IF DISCONGEL;Cataluna
64311;64066;ESPECIAL;DECORENTER MARTORELL FV;Cataluna
64312;64067;ESPECIAL;CIMALSA;Cataluna
64313;64068;ESPECIAL;SANT RAMON;Cataluna
64314;64069;ESPECIAL;LORCA SOLAR 1;Region de Murcia
64315;64070;ESPECIAL;UTILITY SUN XXVI;Region de Murcia
64316;64071;ESPECIAL;SEMOLILLA 2;Region de Murcia
64317;64072;ESPECIAL;SEMOLILLA 1;Region de Murcia
64318;64073;ESPECIAL;INSTALACION FOTOVOLTAICA C/ NARDO ESQ C/ CAMELIA.;Canarias
64319;64074;ESPECIAL;CENTRAL FOTOVOLTAICA DE 100 KW CONECTADA A RED;Canarias
64320;64075;ESPECIAL;INSTALACION FOTOVOLTAICA DE CONEXION A RED DE 50 KW;Canarias
64321;64076;ESPECIAL;INSTALACION FOTOVOLTAICA PESCADERIA CANARIA I;Canarias
64322;64077;ESPECIAL;INSTALACION FOTOVOLTAICA DE CONEXION A RED DE 75 KW;Canarias
64323;64078;ESPECIAL;INSTALACION FOTOVOLTAICA DE CONEXION A RED DE 80 KW;Canarias
64324;64079;ESPECIAL;PLANTA FOTOVOLTAICA DE 99,20 KW DE CONEXION A RED;Canarias
64325;64080;ESPECIAL;INSTALACION FOTOVOLTAICA DE CONEXION A RED;Canarias
64326;64081;ESPECIAL;INSTALACACION FOTOVOLTAICA CONECTADA A RED DE 60KW;Canarias
64327;64082;ESPECIAL;INSTALAC. FOTOVOLT. DE CONEXION A RED DE 45 KW;Canarias
64328;64083;ESPECIAL;INSTALACION FOTOVOLTAICA DE CONEXION A RED DE 45 KW;Canarias
64329;64084;ESPECIAL;INSTALACION FOTOVOLTAICA DE CONEXION A RED DE 45 KW;Canarias
64330;64085;ESPECIAL;INSTALACION FOTOVOLTAICA DE CONEXION A RED;Canarias
64331;64086;ESPECIAL;INSTALACION FOTOVOLTAICA EN CUBIERTA DE ESTACION DE SERVICIO CEPSA TEJEDA;Canarias
64332;64087;ESPECIAL;PLANTA FOTOVOLTAICA DE 10 KW SOBRE CUBIERTA DE E.S.;Canarias
64333;64088;ESPECIAL;INSTALACION FOTOVOLTAICA DE CONEXION A RED DE 10 KW;Canarias
64334;64089;ESPECIAL;INSTALACION FOTOVOLTAICA DE 250KW, CONECTADA A LA RED.;Canarias
64335;64090;ESPECIAL;INSTALACION SOLAR FOTOVOLTAICA SOBRE CUBIERTA - 25 KW;Canarias
64336;64091;ESPECIAL;INSTALACION FOTOVOLTAICA DE 10 KW CONECTADA A RED;Canarias
64337;64092;ESPECIAL;INSTALACION FOTOVOLTACIA DE 100 KW CONECTADA A RED;Canarias
64338;64093;ESPECIAL;INSTALACION FOTOVOLTAICA DE 250KW, CONECTADA A LA RED.;Canarias
64339;64094;ESPECIAL;INSTALACION FOTOVOLTAICA DE 89,76 KWP;Canarias
64340;64095;ESPECIAL;FOTOVOLTAICA DE RETAMAL DE LLERENA;Extremadura
64341;64096;ESPECIAL;FOTOVOLTAICA DE RETAMAL DE LLERENA;Extremadura
64342;64097;ESPECIAL;FOTOVOLTAICA DE RETAMAL DE LLERENA;Extremadura
64343;64098;ESPECIAL;FOTOVOLTAICA DE RETAMAL DE LLERENA;Extremadura
64344;64099;ESPECIAL;FOTOVOLTAICA DE RETAMAL DE LLERENA;Extremadura
64345;64100;ESPECIAL;FOTOVOLTAICA DE RETAMAL DE LLERENA;Extremadura
64346;64101;ESPECIAL;FOTOVOLTAICA DE RETAMAL DE LLERENA;Extremadura
64347;64102;ESPECIAL;FOTOVOLTAICA DE RETAMAL DE LLERENA;Extremadura
64348;64103;ESPECIAL;FOTOVOLTAICA DE RETAMAL DE LLERENA;Extremadura
64349;64105;ESPECIAL;BRENASOLAR;Extremadura
64350;64107;ESPECIAL;ESCUELA TALLER;Extremadura
64351;64109;ESPECIAL;COLEGIO PUBLICO;Extremadura
64352;64111;ESPECIAL;CASA DE LA CULTURA;Extremadura
64353;64112;ESPECIAL;FV VITA BLAZQUEZ;Castilla y Leon
64354;64113;ESPECIAL;ORISOL CAMPOLARA 1;Castilla y Leon
64355;64114;ESPECIAL;FV MECERREYES;Castilla y Leon
64356;64115;ESPECIAL;VILLALONQUEJAR - MERCEDES;Castilla y Leon
64357;64116;ESPECIAL;FOTOVOLTAICA VILLIMAR 54;Castilla y Leon
64358;64117;ESPECIAL;ABASOL - FV BENITO PALOMINO;Castilla y Leon
64359;64118;ESPECIAL;AYUNTAMIENTO DE ARANDILLA I;Castilla y Leon
64360;64119;ESPECIAL;FV MADERAS GARCIA VARONA;Castilla y Leon
64361;64120;ESPECIAL;IF_VILLALBILLA_VIARPRE;Castilla y Leon
64362;64121;ESPECIAL;LA CAMPAR;Castilla y Leon
64363;64122;ESPECIAL;CAMINOS LLANOS;Castilla y Leon
64364;64123;ESPECIAL;AULA ARQUEOLOGICA;Castilla y Leon
64365;64124;ESPECIAL;FV JOSE ANTONIO IGLESIAS;Castilla y Leon
64366;64125;ESPECIAL;FV SUMINISTROS ENERGETICOS SOLARES 2;Castilla y Leon
64367;64126;ESPECIAL;FV BEJAR MORATO;Castilla y Leon
64368;64127;ESPECIAL;FV SUMINISTROS ENERGETICOS SOLARES 3;Castilla y Leon
64369;64128;ESPECIAL;AISCASA 1;Castilla y Leon
64370;64129;ESPECIAL;LA GRANJA FOTOVOLTAICA;Castilla y Leon
64371;64130;ESPECIAL;FV MADERAS MADURGA;Castilla y Leon
64372;64131;ESPECIAL;FV ALFREDO YAGUE;Castilla y Leon
64373;64132;ESPECIAL;COLEGIO PIO DEL RIO HORTEGA;Castilla y Leon
64374;64133;ESPECIAL;EXCMO AYUNTAMIENTO DE JAEN;Andalucia
64375;64134;ESPECIAL;EXCMO AYUNTAMIENTO DE JAEN;Andalucia
64376;64135;ESPECIAL;CUBIERTA FV EN DARSENA DEPORTIVA PUERTO DE BARBATE;Andalucia
64377;64136;ESPECIAL;COGENERACION EDAR POBLA DE FARNALS;Comunidad Valenciana
64378;64137;ESPECIAL;INSTLCN FV CONECTADA RED ELECTRICA DE 2,5 KW EN ALAQUAS(VALENCIA);Comunidad Valenciana
64379;64138;ESPECIAL;ESTACION FERROCARRIL DE PAREDES DE NAVA;Castilla y Leon
64380;64139;ESPECIAL;SII - PALENCIA I;Castilla y Leon
64381;64140;ESPECIAL;SII - VALLADOLID XLIX;Castilla y Leon
64382;64141;ESPECIAL;SII ALDEAMAYOR I;Castilla y Leon
64383;64143;ESPECIAL;IF AUTOCONSUM BERGGOLD;Baleares
64384;64144;ESPECIAL;IF CONCENTROL;Cataluna
64385;64145;ESPECIAL;IF MONTSERRAT ARTES RODRIGUEZ;Cataluna
64386;64146;ESPECIAL;I.F GARCIA MORENO;Cataluna
64387;64147;ESPECIAL;INSTALACION FOTOVOLTAICA MARIA DEL CARMEN GONZALEZ LORENZO;Galicia
64388;64148;ESPECIAL;PARKING VIALIA ADIF ESTACION ALBACETE 2;Castilla-La Mancha
64389;64149;ESPECIAL;SANTOS CANTERO DOMINGUEZ;Castilla-La Mancha
64390;64150;ESPECIAL;FERNANDEZ MAZCUNAN;Castilla-La Mancha
64391;64151;ESPECIAL;FV SACOS FERNANDEZ S.L.;Andalucia
64392;64152;ESPECIAL;INSTALACION FOTOVOLTAICA DE 4KW CONECTADA A RED ELECTRICA INTERIOR DE VIVIENDA;Andalucia
64393;64153;ESPECIAL;ISFV 6KW CONEXION RED INTERIOR RDS;Region de Murcia
64394;64154;ESPECIAL;LORCAMAR;Region de Murcia
64395;64155;ESPECIAL;MARIA JOSEFA ORTEGA MARTNEZ;Region de Murcia
64396;64156;ESPECIAL;CENTRAL HIDROELECTRICA PEARES II;Galicia
64397;64157;ESPECIAL;CENTRAL HIDROELECTRICA BELESAR II;Galicia
64398;64158;ESPECIAL;CF INVEST COS;Galicia
64399;64159;ESPECIAL;AUTOCONSUMO BARAJAS;Comunidad de Madrid
64400;64160;ESPECIAL;COGENERACION ELPOZO 17,2 MW;Region de Murcia
64401;64161;ESPECIAL;HERMANITAS DE ANCIANOS DESAMPARADOS;Comunidad Valenciana
64402;64162;ESPECIAL;MOVIL CORIA, S.L.;Extremadura
64403;64163;ESPECIAL;SEMEN CARDONA, SL;Cataluna
64404;64164;ESPECIAL;DAVID LOPEZ ANTICH;Cataluna
64405;64165;ESPECIAL;FOTOVOLTAICA MAITECELES;Cataluna
64406;64166;ESPECIAL;JOSEP SERRA CASALS;Cataluna
64407;64167;ESPECIAL;FOTOVOLTAICA S/C DE 20 KW;Aragon
64408;64168;ESPECIAL;INSTALACION FOTOVOLTAICA.AYUNTAMIENTO DE ARES;Galicia
64409;64169;ESPECIAL;LUIS RICARDO CUENCA BARRON;Cantabria
64410;64170;ESPECIAL;SII - VALLADOLID XLVIII;Castilla y Leon
64411;64171;ESPECIAL;ESTACION FERROCARRIL DE VILLADA;Castilla y Leon
64412;64172;ESPECIAL;CUBIERTA FOTOVOLTAICA HIPOTELS GRAN CONIL;Andalucia
64413;64173;ESPECIAL;COGENERACION HOTEL PONENT MAR;Baleares
64414;64174;ESPECIAL;FTV FONDA RIGA;Cataluna
64415;64175;ESPECIAL;IF VILELLA I FARIAS, SL;Cataluna
64416;64176;ESPECIAL;EMBOR CONSULTORES, S.L.;Pais Vasco
64417;64177;ESPECIAL;EMBOR CONSULTORES, S.L.;Pais Vasco
64418;64178;ESPECIAL;QUELET, SCP;Cataluna
64419;64179;ESPECIAL;JOSEP COLETAS MARSINYACH;Cataluna
64420;64180;ESPECIAL;JOSEP BOIXADERA CASTELLA;Cataluna
64421;64181;ESPECIAL;GRANJA MIGJORN SAT;Cataluna
64422;64182;ESPECIAL;COGENERACION SNIACE CARBON;Cantabria
64423;64183;ESPECIAL;CONCELLO DE ARES;Galicia
64424;64184;ESPECIAL;FV CAN BOADA;Cataluna
64425;64185;ESPECIAL;ESTACION FERROCARRIL DE CARPIO DEL CAMPO;Castilla y Leon
64426;64186;ESPECIAL;TEATRO CORRAL ANUNCIA;Castilla y Leon
64427;64187;ESPECIAL;INSTALACION FOTOVOLTAICA CONECTADA A RED INTERIOR;Canarias
64428;64188;ESPECIAL;FOTOVOLTAICA CAUDEVILLA;Cataluna
64429;64189;ESPECIAL;CF CONCELLO DE XOVE;Galicia
64430;64190;ESPECIAL;CG HOTEL ATENEA;Cataluna
64431;64191;ESPECIAL;IF AUTOCONSUM IES GUILLEM CIFRE DE COLONYA;Baleares
64432;64192;ESPECIAL;IF AUTOCONSUM ANDREW RAUCH;Baleares
64433;64193;ESPECIAL;CUBIERTA FOTOVOLTAICA NTRA. SRA. DE LAS VIRTUDES;Andalucia
64434;64194;ESPECIAL;FV FRUTAS OJEDA-ALMERIA;Andalucia
64435;64195;ESPECIAL;FV-ASPRODALBA;Andalucia
64436;64196;ESPECIAL;BEIERSDORF MANUFACTURING ARGENTONA;Cataluna
64437;64197;ESPECIAL;MONTCADA 10;Cataluna
64438;64198;ESPECIAL;MINIEOLICA MAFOSA;Navarra
64439;64199;ESPECIAL;ALCAMPO CC PLAZA 2;Comunidad de Madrid
64440;64200;ESPECIAL;SERVICIO ANDALUZ DE SALUD;Andalucia
64441;64201;ESPECIAL;IF PARC MOBIL;Cataluna
64442;64202;ESPECIAL;FV RICARD BERENGUER VILA;Cataluna
64443;64203;ESPECIAL;AMPLIACION MAS DE PAULA (INSTALACION 3);Comunidad Valenciana
64444;64204;ESPECIAL;INSTALACION FOTOVOLTAICA;Extremadura
64445;64205;ESPECIAL;INSTALACION FOTOVOLTAICA;Extremadura
64446;64206;ESPECIAL;IF COLEGIO ALEMAN SAN ALBERTO MAGNO;Cataluna
64447;64207;ESPECIAL;IESFV SEU DISTRICTE GRACIA;Cataluna
